date,competition,weapon,bout_type,fencer_a,club_a,fencer_b,club_b,score_a,score_b,de_round,gender,fencer_a_uid,fencer_b_uid
2024-02-24,Trefoil 2024 - Mens,foil,de,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Jayden Liu,WEL Fencing Club,15,14,T16,Mens,12224,12311
2024-02-24,Trefoil 2024 - Mens,foil,de,James Liang,Hutt Valley Fencing Club,Luis Liu,WELL Fencing Club,15,7,T16,Mens,11830,12242
2024-02-24,Trefoil 2024 - Mens,foil,de,Lewis Carroll,,Adam Whiskin,Hutt Valley Fencing Club,15,9,T16,Mens,11828,11648
2024-02-24,Trefoil 2024 - Mens,epee,de,Nathan Mcknight,Wellington Swords Club,Harry Bloomfield,Wellington Swords Club,13,15,Final,Mens,11464,11371
2024-02-24,Trefoil 2024 - Mens,epee,de,Nathan Mcknight,Wellington Swords Club,Avinash Vellala,Wellington Swords Club,15,9,SF,Mens,11464,11835
2024-02-24,Trefoil 2024 - Mens,epee,de,Liam James,Wellington Swords Club,Harry Bloomfield,Wellington Swords Club,12,15,SF,Mens,10658,11371
2024-02-24,Trefoil 2024 - Mens,epee,de,Nathan Mcknight,Wellington Swords Club,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,15,5,QF,Mens,11464,12224
2024-02-24,Trefoil 2024 - Mens,epee,de,Avinash Vellala,Wellington Swords Club,Lewis Carroll,,15,8,QF,Mens,11835,11828
2024-02-24,Trefoil 2024 - Mens,epee,de,Liam James,Wellington Swords Club,James Liang,Hutt Valley Fencing Club,15,6,QF,Mens,10658,11830
2024-02-24,Trefoil 2024 - Mens,epee,de,Simon Gibson,Hutt Valley Fencing Club,Harry Bloomfield,Wellington Swords Club,5,15,QF,Mens,11603,11371
2024-02-24,Trefoil 2024 - Mens,epee,de,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,Grant Tweddle,Wellington Swords Club,15,8,T16,Mens,12224,10335
2024-02-24,Trefoil 2024 - Mens,epee,de,Jasper Smartt,FAHS Sabres Fencing Club,James Liang,Hutt Valley Fencing Club,13,15,T16,Mens,12360,11830
2024-02-24,Trefoil 2024 - Mens,epee,de,Stephen Peterson,Wellington Swords Club,Simon Gibson,Hutt Valley Fencing Club,12,15,T16,Mens,10765,11603
2024-02-24,Trefoil 2024 - Mens,sabre,de,Casper Howell,Hutt Valley Fencing Club,Daniel Ko,Hutt Valley Fencing Club,13,15,Final,Mens,10993,10930
2024-02-24,Trefoil 2024 - Mens,sabre,de,Casper Howell,Hutt Valley Fencing Club,Daisy Hutton,,15,7,SF,Mens,10993,
2024-02-24,Trefoil 2024 - Mens,sabre,de,Daniel Ko,Hutt Valley Fencing Club,Henry Wang,FAHS Sabre Fencing Club,15,8,SF,Mens,10930,12286
2024-02-24,Trefoil 2024 - Mens,sabre,de,Casper Howell,Hutt Valley Fencing Club,Lewis Carroll,,15,5,QF,Mens,10993,11828
2024-02-24,Trefoil 2024 - Mens,sabre,de,Daisy Hutton,,Benedict Simpson,Hutt Valley Fencing Club,15,7,QF,Mens,,10559
2024-02-24,Trefoil 2024 - Mens,sabre,de,James Fa'Asalele,VUW,Daniel Ko,Hutt Valley Fencing Club,4,15,QF,Mens,12144,10930
2024-02-24,Trefoil 2024 - Mens,sabre,de,Michael Atheros,VUW Swords Club,Henry Wang,FAHS Sabre Fencing Club,5,15,QF,Mens,12182,12286
2024-02-24,Trefoil 2024 - Mens,sabre,de,Casper Howell,Hutt Valley Fencing Club,Alex Chen,Hutt Valley Fencing Club,15,0,T16,Mens,10993,12423
2024-02-24,Trefoil 2024 - Mens,sabre,de,David Blackford,Victoria University,Lewis Carroll,,11,15,T16,Mens,12425,11828
2024-02-24,Trefoil 2024 - Mens,sabre,de,Daisy Hutton,,Jonathan Couper-Smartt,FAHS Sabre Fencing Club,15,11,T16,Mens,,12224
2024-02-24,Trefoil 2024 - Mens,sabre,de,Eliza Witteman,,Benedict Simpson,Hutt Valley Fencing Club,7,15,T16,Mens,,10559
2024-02-24,Trefoil 2024 - Mens,sabre,de,James Fa'Asalele,VUW,Jasper Smartt,FAHS Sabres Fencing Club,15,6,T16,Mens,12144,12360
2024-02-24,Trefoil 2024 - Mens,sabre,de,Niamh Horsfall,,Daniel Ko,Hutt Valley Fencing Club,4,15,T16,Mens,,10930
2024-02-24,Trefoil 2024 - Mens,sabre,de,Michael Atheros,VUW Swords Club,Aurelia Guendel,,15,10,T16,Mens,12182,
2024-02-24,Trefoil 2024 - Mens,sabre,de,Evgeny Zhlkin,,Henry Wang,FAHS Sabre Fencing Club,7,15,T16,Mens,12422,12286
2024-02-24,Trefoil 2024 - Mens,sabre,de,Alex Chen,Hutt Valley Fencing Club,Fraser Rivers,,15,11,T32,Mens,12423,12424
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Izabella Solomon,Wellington Swords Club,0,5,,Womens,12101,12024
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Sophia Tweddle,Wellington Swords Club,1,5,,Womens,12101,2234
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Victoria Hide,Wellington Swords Club,2,5,,Womens,12101,12377
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,2,5,,Womens,12101,12378
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Jessica Wales,Wellington Swords Club,2,5,,Womens,12101,12379
2024-02-24,Trefoil 2024 - Womens,epee,pool,Laika Stafford,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,2,5,,Womens,12101,12380
2024-02-24,Trefoil 2024 - Womens,epee,pool,Izabella Solomon,Wellington Swords Club,Sophia Tweddle,Wellington Swords Club,5,2,,Womens,12024,2234
2024-02-24,Trefoil 2024 - Womens,epee,pool,Izabella Solomon,Wellington Swords Club,Victoria Hide,Wellington Swords Club,2,5,,Womens,12024,12377
2024-02-24,Trefoil 2024 - Womens,epee,pool,Izabella Solomon,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,5,0,,Womens,12024,12378
2024-02-24,Trefoil 2024 - Womens,epee,pool,Izabella Solomon,Wellington Swords Club,Jessica Wales,Wellington Swords Club,5,2,,Womens,12024,12379
2024-02-24,Trefoil 2024 - Womens,epee,pool,Izabella Solomon,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,5,2,,Womens,12024,12380
2024-02-24,Trefoil 2024 - Womens,epee,pool,Sophia Tweddle,Wellington Swords Club,Victoria Hide,Wellington Swords Club,5,4,,Womens,2234,12377
2024-02-24,Trefoil 2024 - Womens,epee,pool,Sophia Tweddle,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,5,0,,Womens,2234,12378
2024-02-24,Trefoil 2024 - Womens,epee,pool,Sophia Tweddle,Wellington Swords Club,Jessica Wales,Wellington Swords Club,5,0,,Womens,2234,12379
2024-02-24,Trefoil 2024 - Womens,epee,pool,Sophia Tweddle,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,5,0,,Womens,2234,12380
2024-02-24,Trefoil 2024 - Womens,epee,pool,Victoria Hide,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,5,3,,Womens,12377,12378
2024-02-24,Trefoil 2024 - Womens,epee,pool,Victoria Hide,Wellington Swords Club,Jessica Wales,Wellington Swords Club,5,2,,Womens,12377,12379
2024-02-24,Trefoil 2024 - Womens,epee,pool,Victoria Hide,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,5,2,,Womens,12377,12380
2024-02-24,Trefoil 2024 - Womens,epee,pool,Cassandra Gibson,Hutt Valley Fencing Club,Jessica Wales,Wellington Swords Club,5,1,,Womens,12378,12379
2024-02-24,Trefoil 2024 - Womens,epee,pool,Cassandra Gibson,Hutt Valley Fencing Club,Una Johnson,Hutt Valley Fencing Club,5,3,,Womens,12378,12380
2024-02-24,Trefoil 2024 - Womens,epee,pool,Jessica Wales,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,5,2,,Womens,12379,12380
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Aurelia Guendel,Hutt Valley Fencing Club,Jasper Smartt,,5,4,,Womens,12345,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Aurelia Guendel,Hutt Valley Fencing Club,Casper Howell,,1,5,,Womens,12345,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Aurelia Guendel,Hutt Valley Fencing Club,Niamh Horsfall,Hawkes Bay Blades,2,5,,Womens,12345,11812
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Aurelia Guendel,Hutt Valley Fencing Club,James Fa'Asalele,,0,5,,Womens,12345,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Aurelia Guendel,Hutt Valley Fencing Club,Evgeny Zhlkin,,5,0,,Womens,12345,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jasper Smartt,,Casper Howell,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jasper Smartt,,Niamh Horsfall,Hawkes Bay Blades,5,1,,Womens,,11812
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jasper Smartt,,James Fa'Asalele,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jasper Smartt,,Evgeny Zhlkin,,4,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Casper Howell,,Niamh Horsfall,Hawkes Bay Blades,5,0,,Womens,,11812
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Casper Howell,,James Fa'Asalele,,5,3,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Casper Howell,,Evgeny Zhlkin,,5,1,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Niamh Horsfall,Hawkes Bay Blades,James Fa'Asalele,,1,5,,Womens,11812,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Niamh Horsfall,Hawkes Bay Blades,Evgeny Zhlkin,,5,3,,Womens,11812,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,James Fa'Asalele,,Evgeny Zhlkin,,5,2,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Lewis Carroll,,Daisy Hutton,Hutt Valley Fencing Club,2,5,,Womens,,12181
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Lewis Carroll,,Alex Chen,,5,3,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Lewis Carroll,,Eliza Witteman,FAHS Sabre Fencing Club,5,2,,Womens,,11900
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Lewis Carroll,,Benedict Simpson,,3,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Lewis Carroll,,Michael Atheros,,5,4,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Daisy Hutton,Hutt Valley Fencing Club,Alex Chen,,5,2,,Womens,12181,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Daisy Hutton,Hutt Valley Fencing Club,Eliza Witteman,FAHS Sabre Fencing Club,5,3,,Womens,12181,11900
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Daisy Hutton,Hutt Valley Fencing Club,Benedict Simpson,,5,4,,Womens,12181,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Daisy Hutton,Hutt Valley Fencing Club,Michael Atheros,,1,5,,Womens,12181,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Alex Chen,,Eliza Witteman,FAHS Sabre Fencing Club,2,5,,Womens,,11900
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Alex Chen,,Benedict Simpson,,1,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Alex Chen,,Michael Atheros,,1,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Eliza Witteman,FAHS Sabre Fencing Club,Benedict Simpson,,2,5,,Womens,11900,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Eliza Witteman,FAHS Sabre Fencing Club,Michael Atheros,,2,5,,Womens,11900,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Benedict Simpson,,Michael Atheros,,5,3,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Henry Wang,,Fraser Rivers,,5,1,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Henry Wang,,Jonathan Couper-Smartt,,5,2,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Henry Wang,,Liam Blackford,,5,1,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Henry Wang,,Daniel Ko,,5,1,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Fraser Rivers,,Jonathan Couper-Smartt,,2,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Fraser Rivers,,Liam Blackford,,2,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Fraser Rivers,,Daniel Ko,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jonathan Couper-Smartt,,Liam Blackford,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Jonathan Couper-Smartt,,Daniel Ko,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,pool,Liam Blackford,,Daniel Ko,,0,5,,Womens,,
2024-02-24,Trefoil 2024 - Womens,epee,de,Sophia Tweddle,Wellington Swords Club,Victoria Hide,Wellington Swords Club,14,13,Final,Womens,2234,12377
2024-02-24,Trefoil 2024 - Womens,epee,de,Sophia Tweddle,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,15,5,SF,Womens,2234,12378
2024-02-24,Trefoil 2024 - Womens,epee,de,Victoria Hide,Wellington Swords Club,Izabella Solomon,Wellington Swords Club,15,6,SF,Womens,12377,12024
2024-02-24,Trefoil 2024 - Womens,epee,de,Jessica Wales,Wellington Swords Club,Cassandra Gibson,Hutt Valley Fencing Club,8,15,QF,Womens,12379,12378
2024-02-24,Trefoil 2024 - Womens,epee,de,Victoria Hide,Wellington Swords Club,Una Johnson,Hutt Valley Fencing Club,15,1,QF,Womens,12377,12380
2024-02-24,Trefoil 2024 - Womens,epee,de,Laika Stafford,Wellington Swords Club,Izabella Solomon,Wellington Swords Club,9,15,QF,Womens,12101,12024
2024-02-24,Trefoil 2024 - Womens,sabre,de,Casper Howell,,Daniel Ko,,13,15,Final,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Casper Howell,,Daisy Hutton,Hutt Valley Fencing Club,15,7,SF,Womens,,12181
2024-02-24,Trefoil 2024 - Womens,sabre,de,Daniel Ko,,Henry Wang,,15,8,SF,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Casper Howell,,Lewis Carroll,,15,5,QF,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Daisy Hutton,Hutt Valley Fencing Club,Benedict Simpson,,15,7,QF,Womens,12181,
2024-02-24,Trefoil 2024 - Womens,sabre,de,James Fa'Asalele,,Daniel Ko,,4,15,QF,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Michael Atheros,,Henry Wang,,5,15,QF,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Casper Howell,,Alex Chen,,15,0,T16,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Liam Blackford,,Lewis Carroll,,11,15,T16,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Daisy Hutton,Hutt Valley Fencing Club,Jonathan Couper-Smartt,,15,11,T16,Womens,12181,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Eliza Witteman,FAHS Sabre Fencing Club,Benedict Simpson,,7,15,T16,Womens,11900,
2024-02-24,Trefoil 2024 - Womens,sabre,de,James Fa'Asalele,,Jasper Smartt,,15,6,T16,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Niamh Horsfall,Hawkes Bay Blades,Daniel Ko,,4,15,T16,Womens,11812,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Michael Atheros,,Aurelia Guendel,Hutt Valley Fencing Club,15,10,T16,Womens,,12345
2024-02-24,Trefoil 2024 - Womens,sabre,de,Evgeny Zhlkin,,Henry Wang,,7,15,T16,Womens,,
2024-02-24,Trefoil 2024 - Womens,sabre,de,Alex Chen,,Fraser Rivers,,15,11,T32,Womens,,
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Oliver He,Pulse Fencing Club,5,0,,Mens,12640,12035
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Alexander Lee,Auckland Swords Club,1,5,,Mens,12640,11819
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Ryan Peng,Pulse Fencing,5,1,,Mens,12640,12372
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Liam Blackford,Pulse Fencing Club,5,0,,Mens,12640,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Jinghan Matt Wang,Macleans College,5,4,,Mens,12640,12373
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Graham Payne,Timaru Swords Club,4,5,,Mens,12640,246
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Benjamin Peltola,Auckland Swords Club,3,5,,Mens,12640,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Alexander Lee,Auckland Swords Club,1,5,,Mens,12035,11819
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Liam Blackford,Pulse Fencing Club,4,5,,Mens,12035,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Jinghan Matt Wang,Macleans College,3,5,,Mens,12035,12373
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Ryan Peng,Pulse Fencing,0,5,,Mens,12035,12372
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Graham Payne,Timaru Swords Club,0,5,,Mens,12035,246
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Oliver He,Pulse Fencing Club,Benjamin Peltola,Auckland Swords Club,0,5,,Mens,12035,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Liam Blackford,Pulse Fencing Club,5,3,,Mens,11819,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Jinghan Matt Wang,Macleans College,5,2,,Mens,11819,12373
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Ryan Peng,Pulse Fencing,3,5,,Mens,11819,12372
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Graham Payne,Timaru Swords Club,5,1,,Mens,11819,246
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Benjamin Peltola,Auckland Swords Club,2,5,,Mens,11819,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jinghan Matt Wang,Macleans College,Ryan Peng,Pulse Fencing,4,5,,Mens,12373,12372
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jinghan Matt Wang,Macleans College,Benjamin Peltola,Auckland Swords Club,1,5,,Mens,12373,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jinghan Matt Wang,Macleans College,Liam Blackford,Pulse Fencing Club,2,5,,Mens,12373,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jinghan Matt Wang,Macleans College,Graham Payne,Timaru Swords Club,4,5,,Mens,12373,246
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Liam Blackford,Pulse Fencing Club,5,1,,Mens,12372,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Graham Payne,Timaru Swords Club,5,1,,Mens,12372,246
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Benjamin Peltola,Auckland Swords Club,2,5,,Mens,12372,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Graham Payne,Timaru Swords Club,Benjamin Peltola,Auckland Swords Club,4,5,,Mens,246,11526
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Graham Payne,Timaru Swords Club,Liam Blackford,Pulse Fencing Club,5,2,,Mens,246,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Benjamin Peltola,Auckland Swords Club,Liam Blackford,Pulse Fencing Club,5,1,,Mens,11526,12122
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Jiuqing Michael Yan,Pulse Fencing,5,3,,Mens,12049,12593
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Nicholas Ustin,,5,4,,Mens,12049,1909
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Affan Aadil Sharif,,0,5,,Mens,12049,12594
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Larry Lin,Pulse Fencing,4,5,,Mens,12049,11906
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Ziqian (Lucas) Zhou,,5,2,,Mens,12049,11902
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Robert Ogg,Pulse Fencing Club,5,3,,Mens,12049,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Ryan Gao,JF Fencing School,5,0,,Mens,12049,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Nicholas Ustin,,5,2,,Mens,12593,1909
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Affan Aadil Sharif,,5,0,,Mens,12593,12594
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Larry Lin,Pulse Fencing,1,5,,Mens,12593,11906
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Ziqian (Lucas) Zhou,,3,5,,Mens,12593,11902
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Robert Ogg,Pulse Fencing Club,5,0,,Mens,12593,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Ryan Gao,JF Fencing School,5,3,,Mens,12593,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Nicholas Ustin,,Affan Aadil Sharif,,5,2,,Mens,1909,12594
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Nicholas Ustin,,Larry Lin,Pulse Fencing,1,5,,Mens,1909,11906
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Nicholas Ustin,,Ziqian (Lucas) Zhou,,5,3,,Mens,1909,11902
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Nicholas Ustin,,Robert Ogg,Pulse Fencing Club,5,2,,Mens,1909,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Nicholas Ustin,,Ryan Gao,JF Fencing School,5,1,,Mens,1909,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Affan Aadil Sharif,,Larry Lin,Pulse Fencing,2,5,,Mens,12594,11906
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Affan Aadil Sharif,,Ziqian (Lucas) Zhou,,4,5,,Mens,12594,11902
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Affan Aadil Sharif,,Robert Ogg,Pulse Fencing Club,5,4,,Mens,12594,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Affan Aadil Sharif,,Ryan Gao,JF Fencing School,3,2,,Mens,12594,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Larry Lin,Pulse Fencing,Ziqian (Lucas) Zhou,,5,0,,Mens,11906,11902
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Larry Lin,Pulse Fencing,Robert Ogg,Pulse Fencing Club,5,0,,Mens,11906,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Larry Lin,Pulse Fencing,Ryan Gao,JF Fencing School,5,1,,Mens,11906,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Ziqian (Lucas) Zhou,,Robert Ogg,Pulse Fencing Club,5,2,,Mens,11902,1080
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Ziqian (Lucas) Zhou,,Ryan Gao,JF Fencing School,5,1,,Mens,11902,12102
2024-02-27,Ongley Memorial 2024 - Mens,foil,pool,Robert Ogg,Pulse Fencing Club,Ryan Gao,JF Fencing School,5,3,,Mens,1080,12102
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,Raife Adams,Auckland Swords Club,5,4,,Mens,246,12042
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,Elija Yarr,Mount Albert Grammar School,5,3,,Mens,246,12089
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,Jules Congalton,Hawkes Bay Blades,5,3,,Mens,246,343
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,Connor Llewellyn,Tuatahi Fencing Club,1,5,,Mens,246,12092
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,James Harwood,Auckland University Fencing,3,5,,Mens,246,1636
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Graham Payne,Timaru Swords Club,Hugh Mercer-Beumelburg,Canterbury Uni,2,5,,Mens,246,11599
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Raife Adams,Auckland Swords Club,Elija Yarr,Mount Albert Grammar School,2,5,,Mens,12042,12089
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Raife Adams,Auckland Swords Club,Jules Congalton,Hawkes Bay Blades,1,5,,Mens,12042,343
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Raife Adams,Auckland Swords Club,Connor Llewellyn,Tuatahi Fencing Club,5,2,,Mens,12042,12092
2024-02-27,Ongley Memorial 2024 - Mens,epee,pool,Raife Adams,Auckland Swords Club,James Harwood,Auckland University Fencing,3,5,,Mens,12042,1636
